date,total_cases,new_cases,total_vaccinations,new_vaccinations,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,stringency_index,gdp_per_capita
2020-03-11,1.0,1.0,,,,,0.012,0.012,,,23.15,25129.341
2020-03-12,1.0,0.0,,,,,0.012,0.0,,,23.15,25129.341
2020-03-13,5.0,4.0,,,,,0.059,0.047,,,23.15,25129.341
2020-03-14,5.0,0.0,,,,,0.059,0.0,,,23.15,25129.341
2020-03-15,6.0,1.0,,,,,0.07,0.012,,,23.15,25129.341
2020-03-16,18.0,12.0,,,,,0.211,0.141,,,52.78,25129.341
2020-03-17,47.0,29.0,,,1.0,1.0,0.551,0.34,0.012,0.012,52.78,25129.341
2020-03-18,98.0,51.0,,,1.0,0.0,1.148,0.598,0.012,0.0,58.33,25129.341
2020-03-19,192.0,94.0,,,3.0,2.0,2.25,1.101,0.035,0.023,58.33,25129.341
2020-03-20,359.0,167.0,,,4.0,1.0,4.207,1.957,0.047,0.012,58.33,25129.341
2020-03-21,670.0,311.0,,,9.0,5.0,7.851,3.644,0.105,0.059,62.04,25129.341
2020-03-22,1236.0,566.0,,,30.0,21.0,14.483,6.632,0.352,0.246,62.04,25129.341
2020-03-23,1529.0,293.0,,,37.0,7.0,17.916,3.433,0.434,0.082,62.04,25129.341
2020-03-24,1872.0,343.0,,,44.0,7.0,21.935,4.019,0.516,0.082,67.59,25129.341
2020-03-25,2433.0,561.0,,,59.0,15.0,28.509,6.574,0.691,0.176,67.59,25129.341
2020-03-26,3629.0,1196.0,,,75.0,16.0,42.523,14.014,0.879,0.187,67.59,25129.341
2020-03-27,5698.0,2069.0,,,92.0,17.0,66.767,24.244,1.078,0.199,70.37,25129.341
2020-03-28,7402.0,1704.0,,,108.0,16.0,86.734,19.967,1.266,0.187,75.93,25129.341
2020-03-29,9217.0,1815.0,,,131.0,23.0,108.002,21.268,1.535,0.27,75.93,25129.341
2020-03-30,10827.0,1610.0,,,168.0,37.0,126.867,18.865,1.969,0.434,75.93,25129.341
2020-03-31,13531.0,2704.0,,,214.0,46.0,158.552,31.685,2.508,0.539,75.93,25129.341
2020-04-01,15679.0,2148.0,,,277.0,63.0,183.721,25.17,3.246,0.738,75.93,25129.341
2020-04-02,18135.0,2456.0,,,356.0,79.0,212.5,28.779,4.171,0.926,75.93,25129.341
2020-04-03,20921.0,2786.0,,,425.0,69.0,245.145,32.645,4.98,0.809,75.93,25129.341
2020-04-04,23934.0,3013.0,,,501.0,76.0,280.451,35.305,5.871,0.891,75.93,25129.341
2020-04-05,27069.0,3135.0,,,574.0,73.0,317.185,36.735,6.726,0.855,75.93,25129.341
2020-04-06,30217.0,3148.0,,,649.0,75.0,354.073,36.887,7.605,0.879,75.93,25129.341
2020-04-07,34109.0,3892.0,,,725.0,76.0,399.678,45.605,8.495,0.891,75.93,25129.341
2020-04-08,38226.0,4117.0,,,812.0,87.0,447.919,48.242,9.515,1.019,75.93,25129.341
2020-04-09,42282.0,4056.0,,,908.0,96.0,495.446,47.527,10.64,1.125,75.93,25129.341
2020-04-10,47029.0,4747.0,,,1006.0,98.0,551.07,55.624,11.788,1.148,75.93,25129.341
2020-04-11,52167.0,5138.0,,,1101.0,95.0,611.275,60.205,12.901,1.113,77.78,25129.341
2020-04-12,56956.0,4789.0,,,1198.0,97.0,667.391,56.116,14.038,1.137,77.78,25129.341
2020-04-13,61049.0,4093.0,,,1296.0,98.0,715.352,47.96,15.186,1.148,75.93,25129.341
2020-04-14,65111.0,4062.0,,,1403.0,107.0,762.949,47.597,16.44,1.254,75.93,25129.341
2020-04-15,69392.0,4281.0,,,1518.0,115.0,813.112,50.163,17.787,1.348,75.93,25129.341
2020-04-16,74193.0,4801.0,,,1643.0,125.0,869.369,56.257,19.252,1.465,75.93,25129.341
2020-04-17,78546.0,4353.0,,,1769.0,126.0,920.376,51.007,20.729,1.476,75.93,25129.341
2020-04-18,82329.0,3783.0,,,1890.0,121.0,964.703,44.328,22.146,1.418,77.78,25129.341
2020-04-19,86306.0,3977.0,,,2017.0,127.0,1011.305,46.601,23.635,1.488,77.78,25129.341
2020-04-20,90980.0,4674.0,,,2140.0,123.0,1066.073,54.768,25.076,1.441,75.93,25129.341
2020-04-21,95591.0,4611.0,,,2259.0,119.0,1120.103,54.03,26.47,1.394,75.93,25129.341
2020-04-22,98674.0,3083.0,,,2376.0,117.0,1156.229,36.126,27.841,1.371,75.93,25129.341
2020-04-23,101790.0,3116.0,,,2491.0,115.0,1192.741,36.512,29.189,1.348,75.93,25129.341
2020-04-24,104912.0,3122.0,,,2600.0,109.0,1229.323,36.583,30.466,1.277,75.93,25129.341
2020-04-25,107773.0,2861.0,,,2706.0,106.0,1262.848,33.524,31.708,1.242,75.93,25129.341
2020-04-26,110130.0,2357.0,,,2805.0,99.0,1290.466,27.619,32.868,1.16,75.93,25129.341
2020-04-27,112261.0,2131.0,,,2900.0,95.0,1315.437,24.97,33.981,1.113,75.93,25129.341
2020-04-28,114653.0,2392.0,,,2992.0,92.0,1343.465,28.029,35.059,1.078,75.93,25129.341
2020-04-29,117589.0,2936.0,,,3081.0,89.0,1377.868,34.403,36.102,1.043,75.93,25129.341
2020-04-30,120204.0,2615.0,,,3174.0,93.0,1408.51,30.642,37.192,1.09,75.93,25129.341
2020-05-01,122392.0,2188.0,,,3258.0,84.0,1434.148,25.638,38.176,0.984,75.93,25129.341
2020-05-02,124375.0,1983.0,,,3336.0,78.0,1457.384,23.236,39.09,0.914,75.93,25129.341
2020-05-03,126045.0,1670.0,,,3397.0,61.0,1476.953,19.568,39.805,0.715,75.93,25129.341
2020-05-04,127659.0,1614.0,,,3461.0,64.0,1495.865,18.912,40.555,0.75,75.93,25129.341
2020-05-05,129491.0,1832.0,,,3520.0,59.0,1517.332,21.467,41.246,0.691,75.93,25129.341
2020-05-06,131744.0,2253.0,,,3584.0,64.0,1543.732,26.4,41.996,0.75,75.93,25129.341
2020-05-07,133721.0,1977.0,,,3641.0,57.0,1566.898,23.166,42.664,0.668,75.93,25129.341
2020-05-08,135569.0,1848.0,,,3689.0,48.0,1588.552,21.654,43.226,0.562,75.93,25129.341
2020-05-09,137115.0,1546.0,,,3739.0,50.0,1606.667,18.116,43.812,0.586,75.93,25129.341
2020-05-10,138657.0,1542.0,,,3786.0,47.0,1624.736,18.069,44.363,0.551,75.93,25129.341
2020-05-11,139771.0,1114.0,,,3841.0,55.0,1637.79,13.053,45.008,0.644,75.93,25129.341
2020-05-12,141475.0,1704.0,,,3894.0,53.0,1657.756,19.967,45.629,0.621,75.93,25129.341
2020-05-13,143114.0,1639.0,,,3952.0,58.0,1676.962,19.205,46.308,0.68,75.93,25129.341
2020-05-14,144749.0,1635.0,,,4007.0,55.0,1696.12,19.158,46.953,0.644,75.93,25129.341
2020-05-15,146457.0,1708.0,,,4055.0,48.0,1716.134,20.014,47.515,0.562,75.93,25129.341
2020-05-16,148067.0,1610.0,,,4096.0,41.0,1734.999,18.865,47.996,0.48,75.93,25129.341
2020-05-17,149435.0,1368.0,,,4140.0,44.0,1751.029,16.03,48.511,0.516,75.93,25129.341
2020-05-18,150593.0,1158.0,,,4171.0,31.0,1764.598,13.569,48.874,0.363,75.93,25129.341
2020-05-19,151615.0,1022.0,,,4199.0,28.0,1776.574,11.975,49.202,0.328,75.93,25129.341
2020-05-20,152587.0,972.0,,,4222.0,23.0,1787.963,11.39,49.472,0.27,75.93,25129.341
2020-05-21,153548.0,961.0,,,4249.0,27.0,1799.224,11.261,49.788,0.316,75.93,25129.341
2020-05-22,154500.0,952.0,,,4276.0,27.0,1810.379,11.155,50.105,0.316,75.93,25129.341
2020-05-23,155686.0,1186.0,,,4308.0,32.0,1824.276,13.897,50.48,0.375,75.93,25129.341
2020-05-24,156827.0,1141.0,,,4340.0,32.0,1837.646,13.37,50.855,0.375,75.93,25129.341
2020-05-25,157814.0,987.0,,,4369.0,29.0,1849.211,11.565,51.194,0.34,75.93,25129.341
2020-05-26,158762.0,948.0,,,4397.0,28.0,1860.32,11.108,51.523,0.328,75.93,25129.341
2020-05-27,159797.0,1035.0,,,4431.0,34.0,1872.447,12.128,51.921,0.398,75.93,25129.341
2020-05-28,160979.0,1182.0,,,4461.0,30.0,1886.298,13.85,52.272,0.352,75.93,25129.341
2020-05-29,162120.0,1141.0,,,4489.0,28.0,1899.668,13.37,52.601,0.328,75.93,25129.341
2020-05-30,163103.0,983.0,,,4515.0,26.0,1911.186,11.518,52.905,0.305,75.93,25129.341
2020-05-31,163942.0,839.0,,,4540.0,25.0,1921.017,9.831,53.198,0.293,75.93,25129.341
2020-06-01,164769.0,827.0,,,4563.0,23.0,1930.708,9.691,53.468,0.27,63.89,25129.341
2020-06-02,165555.0,786.0,,,4585.0,22.0,1939.918,9.21,53.725,0.258,63.89,25129.341
2020-06-03,166422.0,867.0,,,4609.0,24.0,1950.077,10.159,54.007,0.281,63.89,25129.341
2020-06-04,167410.0,988.0,,,4630.0,21.0,1961.654,11.577,54.253,0.246,63.89,25129.341
2020-06-05,168340.0,930.0,,,4648.0,18.0,1972.551,10.897,54.464,0.211,63.89,25129.341
2020-06-06,169218.0,878.0,,,4669.0,21.0,1982.84,10.288,54.71,0.246,63.89,25129.341
2020-06-07,170132.0,914.0,,,4692.0,23.0,1993.549,10.71,54.979,0.27,63.89,25129.341
2020-06-08,171121.0,989.0,,,4711.0,19.0,2005.138,11.589,55.202,0.223,63.89,25129.341
2020-06-09,172114.0,993.0,,,4729.0,18.0,2016.774,11.636,55.413,0.211,63.89,25129.341
2020-06-10,173036.0,922.0,,,4746.0,17.0,2027.578,10.804,55.612,0.199,63.89,25129.341
2020-06-11,174023.0,987.0,,,4763.0,17.0,2039.143,11.565,55.811,0.199,63.89,25129.341
2020-06-12,175218.0,1195.0,,,4778.0,15.0,2053.146,14.003,55.987,0.176,63.89,25129.341
2020-06-13,176677.0,1459.0,,,4792.0,14.0,2070.242,17.096,56.151,0.164,63.89,25129.341
2020-06-14,178239.0,1562.0,,,4807.0,15.0,2088.545,18.303,56.327,0.176,63.89,25129.341
2020-06-15,179831.0,1592.0,,,4825.0,18.0,2107.199,18.655,56.538,0.211,63.89,25129.341
2020-06-16,181298.0,1467.0,,,4842.0,17.0,2124.389,17.19,56.737,0.199,63.89,25129.341
2020-06-17,182727.0,1429.0,,,4861.0,19.0,2141.133,16.745,56.96,0.223,63.89,25129.341
2020-06-18,184031.0,1304.0,,,4882.0,21.0,2156.413,15.28,57.206,0.246,63.89,25129.341
2020-06-19,185245.0,1214.0,,,4905.0,23.0,2170.639,14.225,57.475,0.27,63.89,25129.341
2020-06-20,186493.0,1248.0,,,4927.0,22.0,2185.262,14.624,57.733,0.258,63.89,25129.341
2020-06-21,187685.0,1192.0,,,4950.0,23.0,2199.23,13.967,58.002,0.27,63.89,25129.341
2020-06-22,188897.0,1212.0,,,4974.0,24.0,2213.431,14.202,58.284,0.281,63.89,25129.341
2020-06-23,190165.0,1268.0,,,5001.0,27.0,2228.289,14.858,58.6,0.316,63.89,25129.341
2020-06-24,191657.0,1492.0,,,5025.0,24.0,2245.772,17.483,58.881,0.281,63.89,25129.341
2020-06-25,193115.0,1458.0,,,5046.0,21.0,2262.857,17.084,59.127,0.246,63.89,25129.341
2020-06-26,194511.0,1396.0,,,5065.0,19.0,2279.214,16.358,59.35,0.223,63.89,25129.341
2020-06-27,195883.0,1372.0,,,5082.0,17.0,2295.291,16.077,59.549,0.199,63.89,25129.341
2020-06-28,197239.0,1356.0,,,5097.0,15.0,2311.18,15.889,59.725,0.176,63.89,25129.341
2020-06-29,198613.0,1374.0,,,5115.0,18.0,2327.28,16.1,59.936,0.211,63.89,25129.341
2020-06-30,199906.0,1293.0,,,5131.0,16.0,2342.431,15.151,60.123,0.187,63.89,25129.341
2020-07-01,201098.0,1192.0,,,5150.0,19.0,2356.399,13.967,60.346,0.223,63.89,25129.341
2020-07-02,202284.0,1186.0,,,5167.0,17.0,2370.296,13.897,60.545,0.199,63.89,25129.341
2020-07-03,203456.0,1172.0,,,5186.0,19.0,2384.029,13.733,60.768,0.223,63.89,25129.341
2020-07-04,204610.0,1154.0,,,5206.0,20.0,2397.551,13.522,61.002,0.234,63.89,25129.341
2020-07-05,205758.0,1148.0,,,5225.0,19.0,2411.003,13.452,61.225,0.223,63.89,25129.341
2020-07-06,206844.0,1086.0,,,5241.0,16.0,2423.728,12.725,61.412,0.187,63.89,25129.341
2020-07-07,207897.0,1053.0,,,5260.0,19.0,2436.067,12.339,61.635,0.223,63.89,25129.341
2020-07-08,208938.0,1041.0,,,5282.0,22.0,2448.265,12.198,61.893,0.258,63.89,25129.341
2020-07-09,209962.0,1024.0,,,5300.0,18.0,2460.264,11.999,62.104,0.211,63.89,25129.341
2020-07-10,210965.0,1003.0,,,5323.0,23.0,2472.017,11.753,62.373,0.27,63.89,25129.341
2020-07-11,211981.0,1016.0,,,5344.0,21.0,2483.922,11.905,62.619,0.246,63.89,25129.341
2020-07-12,212993.0,1012.0,,,5363.0,19.0,2495.78,11.858,62.842,0.223,63.89,25129.341
2020-07-13,214001.0,1008.0,,,5382.0,19.0,2507.592,11.811,63.064,0.223,63.89,25129.341
2020-07-14,214993.0,992.0,,,5402.0,20.0,2519.216,11.624,63.299,0.234,63.89,25129.341
2020-07-15,215940.0,947.0,,,5419.0,17.0,2530.312,11.097,63.498,0.199,63.89,25129.341
2020-07-16,216873.0,933.0,,,5440.0,21.0,2541.245,10.933,63.744,0.246,63.89,25129.341
2020-07-17,217799.0,926.0,,,5458.0,18.0,2552.095,10.851,63.955,0.211,63.89,25129.341
2020-07-18,218717.0,918.0,,,5475.0,17.0,2562.852,10.757,64.154,0.199,63.89,25129.341
2020-07-19,219641.0,924.0,,,5491.0,16.0,2573.679,10.827,64.342,0.187,63.89,25129.341
2020-07-20,220572.0,931.0,,,5508.0,17.0,2584.588,10.909,64.541,0.199,63.89,25129.341
2020-07-21,221500.0,928.0,,,5526.0,18.0,2595.462,10.874,64.752,0.211,63.89,25129.341
2020-07-22,222402.0,902.0,,,5545.0,19.0,2606.032,10.569,64.974,0.223,42.59,25129.341
2020-07-23,223315.0,913.0,,,5563.0,18.0,2616.73,10.698,65.185,0.211,42.59,25129.341
2020-07-24,224252.0,937.0,,,5580.0,17.0,2627.709,10.979,65.385,0.199,42.59,25129.341
2020-07-25,225173.0,921.0,,,5596.0,16.0,2638.501,10.792,65.572,0.187,42.59,25129.341
2020-07-26,226100.0,927.0,,,5613.0,17.0,2649.364,10.862,65.771,0.199,42.59,25129.341
2020-07-27,227019.0,919.0,,,5630.0,17.0,2660.132,10.769,65.97,0.199,42.59,25129.341
2020-07-28,227982.0,963.0,,,5645.0,15.0,2671.416,11.284,66.146,0.176,42.59,25129.341
2020-07-29,228924.0,942.0,,,5659.0,14.0,2682.454,11.038,66.31,0.164,42.59,25129.341
2020-07-30,229891.0,967.0,,,5674.0,15.0,2693.785,11.331,66.486,0.176,42.59,25129.341
2020-07-31,230873.0,982.0,,,5691.0,17.0,2705.292,11.507,66.685,0.199,42.59,25129.341
2020-08-01,231869.0,996.0,,,5710.0,19.0,2716.963,11.671,66.908,0.223,42.59,25129.341
2020-08-02,232856.0,987.0,,,5728.0,18.0,2728.528,11.565,67.119,0.211,42.59,25129.341
2020-08-03,233851.0,995.0,,,5747.0,19.0,2740.187,11.659,67.341,0.223,42.59,25129.341
2020-08-04,234934.0,1083.0,,,5765.0,18.0,2752.877,12.69,67.552,0.211,42.59,25129.341
2020-08-05,236112.0,1178.0,,,5784.0,19.0,2766.681,13.803,67.775,0.223,48.15,25129.341
2020-08-06,237265.0,1153.0,,,5798.0,14.0,2780.191,13.51,67.939,0.164,48.15,25129.341
2020-08-07,238450.0,1185.0,,,5813.0,15.0,2794.077,13.885,68.115,0.176,48.15,25129.341
2020-08-08,239622.0,1172.0,,,5829.0,16.0,2807.81,13.733,68.302,0.187,48.15,25129.341
2020-08-09,240804.0,1182.0,,,5844.0,15.0,2821.66,13.85,68.478,0.176,48.15,25129.341
2020-08-10,241997.0,1193.0,,,5858.0,14.0,2835.639,13.979,68.642,0.164,48.15,25129.341
2020-08-11,243180.0,1183.0,,,5873.0,15.0,2849.501,13.862,68.818,0.176,48.15,25129.341
2020-08-12,244392.0,1212.0,,,5891.0,18.0,2863.703,14.202,69.029,0.211,48.15,25129.341
2020-08-13,245635.0,1243.0,,,5912.0,21.0,2878.268,14.565,69.275,0.246,48.15,25129.341
2020-08-14,246861.0,1226.0,,,5934.0,22.0,2892.634,14.366,69.533,0.258,48.15,25129.341
2020-08-15,248117.0,1256.0,,,5955.0,21.0,2907.351,14.717,69.779,0.246,48.15,25129.341
2020-08-16,249309.0,1192.0,,,5974.0,19.0,2921.319,13.967,70.001,0.223,48.15,25129.341
2020-08-17,250542.0,1233.0,,,5996.0,22.0,2935.767,14.448,70.259,0.258,48.15,25129.341
2020-08-18,251805.0,1263.0,,,6016.0,20.0,2950.566,14.799,70.493,0.234,48.15,25129.341
2020-08-19,253108.0,1303.0,,,6039.0,23.0,2965.834,15.268,70.763,0.27,48.15,25129.341
2020-08-20,254520.0,1412.0,,,6058.0,19.0,2982.38,16.545,70.986,0.223,48.15,25129.341
2020-08-21,255723.0,1203.0,,,6080.0,22.0,2996.476,14.096,71.243,0.258,48.15,25129.341
2020-08-22,257032.0,1309.0,,,6102.0,22.0,3011.814,15.338,71.501,0.258,48.15,25129.341
2020-08-23,258249.0,1217.0,,,6121.0,19.0,3026.075,14.26,71.724,0.223,48.15,25129.341
2020-08-24,259692.0,1443.0,,,6139.0,18.0,3042.983,16.909,71.935,0.211,48.15,25129.341
2020-08-25,261194.0,1502.0,,,6163.0,24.0,3060.583,17.6,72.216,0.281,48.15,25129.341
2020-08-26,262507.0,1313.0,,,6183.0,20.0,3075.969,15.385,72.45,0.234,48.15,25129.341
2020-08-27,263998.0,1491.0,,,6209.0,26.0,3093.44,17.471,72.755,0.305,48.15,25129.341
2020-08-28,265515.0,1517.0,,,6245.0,36.0,3111.215,17.776,73.177,0.422,48.15,25129.341
2020-08-29,267064.0,1549.0,,,6284.0,39.0,3129.366,18.151,73.634,0.457,48.15,25129.341
2020-08-30,268546.0,1482.0,,,6326.0,42.0,3146.732,17.366,74.126,0.492,48.15,25129.341
2020-08-31,270133.0,1587.0,,,6370.0,44.0,3165.328,18.596,74.642,0.516,48.15,25129.341
2020-09-01,271705.0,1572.0,,,6417.0,47.0,3183.748,18.42,75.192,0.551,44.44,25129.341
2020-09-02,273301.0,1596.0,,,6462.0,45.0,3202.449,18.701,75.72,0.527,44.44,25129.341
2020-09-03,274943.0,1642.0,,,6511.0,49.0,3221.689,19.24,76.294,0.574,44.44,25129.341
2020-09-04,276555.0,1612.0,,,6564.0,53.0,3240.578,18.889,76.915,0.621,47.22,25129.341
2020-09-05,278228.0,1673.0,,,6620.0,56.0,3260.182,19.604,77.571,0.656,47.22,25129.341
2020-09-06,279806.0,1578.0,,,6673.0,53.0,3278.672,18.49,78.192,0.621,47.22,25129.341
2020-09-07,281509.0,1703.0,,,6730.0,57.0,3298.628,19.955,78.86,0.668,47.22,25129.341
2020-09-08,283270.0,1761.0,,,6782.0,52.0,3319.262,20.635,79.469,0.609,47.22,25129.341
2020-09-09,284943.0,1673.0,,,6837.0,55.0,3338.866,19.604,80.114,0.644,52.78,25129.341
2020-09-10,286455.0,1512.0,,,6895.0,58.0,3356.583,17.717,80.793,0.68,63.89,25129.341
2020-09-11,288126.0,1671.0,,,6951.0,56.0,3376.163,19.58,81.449,0.656,63.89,25129.341
2020-09-12,289635.0,1509.0,,,6999.0,48.0,3393.845,17.682,82.012,0.562,73.61,25129.341
2020-09-13,291162.0,1527.0,,,7056.0,57.0,3411.738,17.893,82.68,0.668,73.61,25129.341
2020-09-14,292878.0,1716.0,,,7119.0,63.0,3431.846,20.108,83.418,0.738,73.61,25129.341
2020-09-15,294620.0,1742.0,,,7186.0,67.0,3452.258,20.412,84.203,0.785,73.61,25129.341
2020-09-16,296391.0,1771.0,,,7249.0,63.0,3473.01,20.752,84.941,0.738,73.61,25129.341
2020-09-17,298039.0,1648.0,,,7315.0,66.0,3492.321,19.311,85.715,0.773,73.61,25129.341
2020-09-18,299810.0,1771.0,,,7377.0,62.0,3513.073,20.752,86.441,0.726,73.61,25129.341
2020-09-19,301348.0,1538.0,,,7445.0,68.0,3531.094,18.022,87.238,0.797,73.61,25129.341
2020-09-20,302867.0,1519.0,,,7506.0,61.0,3548.893,17.799,87.953,0.715,73.61,25129.341
2020-09-21,304610.0,1743.0,,,7574.0,68.0,3569.317,20.424,88.75,0.797,69.91,25129.341
2020-09-22,306302.0,1692.0,,,7639.0,65.0,3589.144,19.826,89.511,0.762,69.91,25129.341
2020-09-23,308069.0,1767.0,,,7711.0,72.0,3609.849,20.705,90.355,0.844,69.91,25129.341
2020-09-24,309790.0,1721.0,,,7785.0,74.0,3630.015,20.166,91.222,0.867,69.91,25129.341
2020-09-25,311455.0,1665.0,,,7858.0,73.0,3649.525,19.51,92.077,0.855,69.91,25129.341
2020-09-26,312966.0,1511.0,,,7929.0,71.0,3667.23,17.705,92.909,0.832,69.91,25129.341
2020-09-27,314433.0,1467.0,,,7997.0,68.0,3684.42,17.19,93.706,0.797,69.91,25129.341
2020-09-28,315845.0,1412.0,,,8062.0,65.0,3700.965,16.545,94.468,0.762,69.91,25129.341
2020-09-29,317272.0,1427.0,,,8130.0,68.0,3717.686,16.721,95.265,0.797,69.91,25129.341
2020-09-30,318663.0,1391.0,,,8195.0,65.0,3733.986,16.299,96.026,0.762,69.91,25129.341
2020-10-01,320070.0,1407.0,,,8262.0,67.0,3750.472,16.487,96.811,0.785,69.91,25129.341
2020-10-02,321512.0,1442.0,,,8325.0,63.0,3767.369,16.897,97.55,0.738,69.91,25129.341
2020-10-03,323014.0,1502.0,,,8384.0,59.0,3784.969,17.6,98.241,0.691,69.91,25129.341
2020-10-04,324443.0,1429.0,,,8441.0,57.0,3801.714,16.745,98.909,0.668,69.91,25129.341
2020-10-05,326046.0,1603.0,,,8498.0,57.0,3820.497,18.783,99.577,0.668,69.91,25129.341
2020-10-06,327557.0,1511.0,,,8553.0,55.0,3838.203,17.705,100.221,0.644,71.76,25129.341
2020-10-07,329138.0,1581.0,,,8609.0,56.0,3856.728,18.526,100.877,0.656,71.76,25129.341
2020-10-08,330753.0,1615.0,,,8667.0,58.0,3875.652,18.924,101.557,0.68,71.76,25129.341
2020-10-09,332382.0,1629.0,,,8722.0,55.0,3894.74,19.088,102.201,0.644,71.76,25129.341
2020-10-10,334031.0,1649.0,,,8778.0,56.0,3914.063,19.322,102.858,0.656,71.76,25129.341
2020-10-11,335533.0,1502.0,,,8837.0,59.0,3931.663,17.6,103.549,0.691,71.76,25129.341
2020-10-12,337147.0,1614.0,,,8895.0,58.0,3950.575,18.912,104.229,0.68,71.76,25129.341
2020-10-13,338779.0,1632.0,,,8957.0,62.0,3969.698,19.123,104.955,0.726,71.76,25129.341
2020-10-14,340450.0,1671.0,,,9014.0,57.0,3989.278,19.58,105.623,0.668,71.76,25129.341
2020-10-15,342143.0,1693.0,,,9080.0,66.0,4009.116,19.838,106.396,0.773,71.76,25129.341
2020-10-16,343955.0,1812.0,,,9153.0,73.0,4030.349,21.232,107.252,0.855,69.91,25129.341
2020-10-17,345678.0,1723.0,,,9224.0,71.0,4050.538,20.19,108.084,0.832,69.91,25129.341
2020-10-18,347493.0,1815.0,,,9296.0,72.0,4071.806,21.268,108.927,0.844,69.91,25129.341
2020-10-19,349519.0,2026.0,,,9371.0,75.0,4095.546,23.74,109.806,0.879,69.91,25129.341
2020-10-20,351413.0,1894.0,,,9445.0,74.0,4117.739,22.193,110.673,0.867,69.91,25129.341
2020-10-21,353426.0,2013.0,,,9513.0,68.0,4141.327,23.588,111.47,0.797,69.91,25129.341
2020-10-22,355528.0,2102.0,,,9584.0,71.0,4165.957,24.631,112.302,0.832,69.91,25129.341
2020-10-23,357693.0,2165.0,,,9658.0,74.0,4191.326,25.369,113.169,0.867,69.91,25129.341
2020-10-24,359784.0,2091.0,,,9727.0,69.0,4215.828,24.502,113.978,0.809,69.91,25129.341
2020-10-25,361801.0,2017.0,,,9799.0,72.0,4239.462,23.635,114.821,0.844,69.91,25129.341
2020-10-26,363999.0,2198.0,,,9874.0,75.0,4265.218,25.755,115.7,0.879,69.91,25129.341
2020-10-27,366208.0,2209.0,,,9950.0,76.0,4291.102,25.884,116.591,0.891,69.91,25129.341
2020-10-28,368513.0,2305.0,,,10027.0,77.0,4318.111,27.009,117.493,0.902,69.91,25129.341
2020-10-29,370832.0,2319.0,,,10099.0,72.0,4345.284,27.173,118.337,0.844,62.5,25129.341
2020-10-30,373154.0,2322.0,,,10177.0,78.0,4372.493,27.208,119.251,0.914,62.5,25129.341
2020-10-31,375367.0,2213.0,,,10252.0,75.0,4398.424,25.931,120.129,0.879,62.5,25129.341
2020-11-01,377473.0,2106.0,,,10326.0,74.0,4423.101,24.677,120.997,0.867,62.5,25129.341
2020-11-02,379775.0,2302.0,,,10402.0,76.0,4450.076,26.974,121.887,0.891,62.5,25129.341
2020-11-03,382118.0,2343.0,,,10481.0,79.0,4477.53,27.454,122.813,0.926,62.5,25129.341
2020-11-04,384509.0,2391.0,,,10558.0,77.0,4505.547,28.017,123.715,0.902,62.5,25129.341
2020-11-05,386820.0,2311.0,,,10639.0,81.0,4532.626,27.08,124.664,0.949,62.5,25129.341
2020-11-06,389256.0,2436.0,,,10722.0,83.0,4561.171,28.544,125.637,0.973,62.5,25129.341
2020-11-07,391739.0,2483.0,,,10803.0,81.0,4590.266,29.095,126.586,0.949,62.5,25129.341
2020-11-08,394255.0,2516.0,,,10887.0,84.0,4619.747,29.482,127.57,0.984,62.5,25129.341
2020-11-09,396831.0,2576.0,,,10972.0,85.0,4649.932,30.185,128.566,0.996,62.5,25129.341
2020-11-10,399360.0,2529.0,,,11059.0,87.0,4679.566,29.634,129.586,1.019,62.5,25129.341
2020-11-11,402053.0,2693.0,,,11145.0,86.0,4711.122,31.556,130.593,1.008,62.5,25129.341
2020-11-12,404894.0,2841.0,,,11233.0,88.0,4744.412,33.29,131.625,1.031,62.5,25129.341
2020-11-13,407939.0,3045.0,,,11326.0,93.0,4780.092,35.68,132.714,1.09,62.5,25129.341
2020-11-14,411055.0,3116.0,,,11418.0,92.0,4816.604,36.512,133.792,1.078,62.5,25129.341
2020-11-15,414278.0,3223.0,,,11507.0,89.0,4854.37,37.766,134.835,1.043,62.5,25129.341
2020-11-16,417594.0,3316.0,,,11601.0,94.0,4893.226,38.856,135.937,1.101,62.5,25129.341
2020-11-17,421413.0,3819.0,,,11704.0,103.0,4937.976,44.75,137.144,1.207,62.5,25129.341
2020-11-18,425628.0,4215.0,,,11820.0,116.0,4987.366,49.39,138.503,1.359,62.5,25129.341
2020-11-19,430170.0,4542.0,,,11943.0,123.0,5040.587,53.222,139.944,1.441,62.5,25129.341
2020-11-20,435273.0,5103.0,,,12084.0,141.0,5100.382,59.795,141.596,1.652,66.2,25129.341
2020-11-21,440805.0,5532.0,,,12219.0,135.0,5165.205,64.822,143.178,1.582,66.2,25129.341
2020-11-22,446822.0,6017.0,,,12358.0,139.0,5235.71,70.505,144.807,1.629,66.2,25129.341
2020-11-23,453535.0,6713.0,,,12511.0,153.0,5314.37,78.661,146.6,1.793,66.2,25129.341
2020-11-24,460916.0,7381.0,,,12672.0,161.0,5400.858,86.488,148.486,1.887,66.2,25129.341
2020-11-25,467730.0,6814.0,,,12840.0,168.0,5480.703,79.844,150.455,1.969,66.2,25129.341
2020-11-26,503738.0,36008.0,,,13014.0,174.0,5902.632,421.93,152.494,2.039,66.2,25129.341
